1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
595,"我要听草。	2017/12/19 22:33","背一首三字经。	2017/12/19 22:34","相反的，只能跟着痛，执子之手。	2017/12/19 22:36",{"song": "相反","song": "执子之手"}
596,"歌之王子。	2017/11/29 13:52","冰雪奇缘。	2017/11/29 14:17","小花仙第三季。	2017/11/29 14:24",{"code":"No-music"}
597,"教你跳舞。	2017/11/14 19:21","唱一首小苹果。	2017/11/14 19:22","唱一首两只小老虎。	2017/11/14 19:27",{"song": "两只小老虎"}
598,"你叫什么名字。	2017/12/25 9:36","你几岁啦。	2017/12/25 9:36","唱一首，社会邪。	2017/12/25 9:36",{"song": "社会邪"}
599,"远走高飞，金志文。	2017/11/22 16:13","三生三世。	2017/11/22 16:19","远走高飞金志文。	2017/11/22 18:21",{"artist": "金志文", "song": "远走高飞"}
600,"八。	2017/12/24 12:05","什么是难得呀难得。	2017/12/24 12:05","难得糊涂了一下。	2017/12/24 12:05",{"code":"No-music"}
601,"西海情歌。	2017/10/26 12:45","西海情歌。	2017/10/26 13:04","西海情歌。	2017/10/26 13:05",{"song": "西海情歌"}
602,"生病那怎么办？	2017/12/24 8:23","谢谢。	2017/12/24 8:23","给我放黑洞故事。	2017/12/24 8:24",{"code":"No-music"}
603,"儿歌多多的。	2017/12/27 20:50","我叫你唱拔萝卜。	2017/12/27 20:52","唱虫儿飞。	2017/12/27 20:53",{"song": "虫儿飞"}
604,"除以137。	2017/11/19 0:34","除以100加37等于多少。	2017/11/19 0:34","全国的父老乡亲。	2017/11/19 0:35",{"code":"No-music"}
605,"我也不想。	2017/11/30 9:35","我俩。	2017/11/30 9:42","她说不行吗？	2017/11/30 9:42",{"code":"No-music"}
606,"阿汤哥懂礼貌。	2017/10/26 19:33","旋律一首Ailee。	2017/10/26 19:33","小朋友学的营销。	2017/10/26 19:34",{"code":"No-music"}
607,"请唱虫儿飞。	2017/11/11 9:28","卖报歌。	2017/11/11 17:03","小苹果。	2017/11/11 20:55",{"song": "小苹果"}
608,"你漂不漂亮。	2017/12/27 16:50","还没说你跟他说不用一直按。	2017/12/27 16:50","那首歌。	2017/12/27 16:50",{"code":"No-music"}
609,"打开。	2017/11/29 12:34","榕榕儿家。	2017/11/29 12:35","容中尔甲。	2017/11/29 12:35",{"code":"No-music"}
610,"我要去汉中门花卉市场。	2017/10/26 17:58","我要到昌吉。	2017/10/26 18:37","我要听音乐。	2017/10/26 18:38",{"code":"RANDOM"}
611,"what you are beautiful。	2017/10/26 22:59","求包养，是翻的。	2017/10/26 23:02","See You Again。	2017/10/26 23:03",{"code":"No-music"}
612,"哎好无聊啊你。	2017/12/8 18:08","跳个舞。	2017/12/8 18:09","点首歌。	2017/12/8 18:09",{"code":"RANDOM"}
613,"求。	2017/11/19 14:22","唱一个抢苹果。	2017/11/19 14:22","播一个小苹果。	2017/11/19 14:24",{"song": "小苹果"}
614,"两只老虎。	2017/10/26 12:34","给孩子唱一首歌。	2017/10/26 13:45","取消歌曲两只老虎。	2017/10/26 13:48",{"code":"No-music"}
615,"唱一首苦咖啡。	2017/12/12 19:59","给我唱一首流行歌曲。	2017/12/12 20:00","唱一首不错的相机呢？	2017/12/12 20:01",{"song": "不错的相机呢"}
616,"是要那种大皇后的说不清楚。	2017/11/30 17:58","是吗，我们家这个不就是在那个特不为什么，你再打开一下就是那个app里面？	2017/11/30 17:58","还有一个这个就是你的简单，那天给他讲可视化这个教学编程吗？	2017/11/30 17:58",{"code":"No-music"}
617,"我有一只小羊羔。	2017/12/27 18:48","那算啥。	2017/12/27 18:48","你听到这个机器人了不。	2017/12/27 18:48",{"code":"No-music"}
618,"讲一个童话故事吧。	2017/12/31 19:07","背一曲唐诗。	2017/12/31 19:11","唱一首歌吧。	2017/12/31 22:47",{"code":"RANDOM"}
619,"你好。	2017/10/26 16:44","有点幽默的话吗？	2017/10/26 16:44","那里有没有宋小宝的片段。	2017/10/26 16:45",{"code":"No-music"}
620,"我要听。	2017/11/29 19:27","周思敏。	2017/11/29 20:00","我要听东山美人。	2017/11/29 20:01",{"song": "东山美人"}
621,"3d模式。	2017/11/29 22:09","白天模式。	2017/11/29 22:09","我要听歌。	2017/11/29 22:09",{"code":"RANDOM"}
622,"你们有么怎么这么兑奖啊，有卖即可？	2017/11/23 15:46","可以。	2017/11/23 15:46","hello hello。	2017/11/23 15:47",{"code":"No-music"}
623,"红旗屯。	2017/11/29 1:57","歌曲。	2017/11/29 6:42","哦天哪好歌曲呀。	2017/11/29 6:44",{"code":"No-music"}
624,"c。	2017/12/30 7:14","唱首。	2017/12/30 7:14","张扬。	2017/12/30 7:14",{"artist":"张扬"}
625,"小哥。	2017/11/4 14:33","我是谁。	2017/11/4 14:33","apple的中文是什么意思。	2017/11/4 14:33",{"code":"No-music"}
626,"这么吵的？	2017/11/10 15:52","夏天儿歌。	2017/11/10 15:52","唱一首。	2017/11/10 16:03",{"code":"RANDOM"}
627,"走一走走一走。	2017/11/20 22:12","给我唱一首。	2017/11/20 22:13","苹果苹果。	2017/11/20 22:15",{"song": "苹果"}
628,"罗艺潇。	2017/11/29 19:11","最佳听众。	2017/11/29 19:14","多心云。	2017/11/29 19:39",{"code":"No-music"}
629,"天亮了。	2017/11/29 12:44","歌曲天亮了。	2017/11/29 12:44","爱是你我。	2017/11/29 17:33",{"song": "爱是你我"}
630,"绑定不了怎么回事？	2017/12/16 14:58","这应该不用绑定了这个。	2017/12/16 14:58","唱一个远方的歌。	2017/12/16 14:59",{"album": "远方"}
631,"莺慕？	2017/10/26 16:25","董平。	2017/10/26 16:25","拉丁。	2017/10/26 16:26",{"code":"No-music"}
632,"中国市长的话行为看起来。	2017/10/26 9:58","额尼好走吗？	2017/10/26 9:58","我要听音乐。	2017/10/26 9:59",{"code":"RANDOM"}
633,"沈雷。	2017/11/29 12:33","放一首精灵。	2017/11/29 12:33","播放金兰。	2017/11/29 12:33",{"song": "金兰"}
634,"切换歌曲。	2017/10/26 10:45","切换到下一曲。	2017/10/26 15:20","切换歌曲。	2017/10/26 15:20",{"code":"RANDOM"}
635,"小苹果。	2017/12/23 9:04","我要听巴拉巴拉小魔仙。	2017/12/23 9:06","我要听歌，巴拉巴拉小魔仙。	2017/12/23 9:06",{"song": "巴拉巴拉小魔仙"}
636,"请放一首彭莉的歌。	2017/11/29 8:10","彭丽丽的歌。	2017/11/29 8:10","放一首田震的歌。	2017/11/29 15:52",{"artist": "田震"}
637,"播放音乐成都。	2017/11/29 8:32","播放音乐成都。	2017/11/29 8:33","放刀郎的歌。	2017/11/29 8:33",{"artist": "刀郎"}
638,"我要听盛夏光年。	2017/11/29 6:41","我要听盛夏光年	2017/11/29 6:41","我要听谭维维的歌	2017/11/29 6:48",{"artist": "谭维维"}
639,"我要听孙露的珍惜。	2017/11/29 20:00","我要听梦然的歌。	2017/11/29 20:13","我不想说。	2017/11/29 20:24",{"code":"No-music"}
640,"说话。	2017/11/28 12:17","唱个小苹果。	2017/11/28 16:31","小燕子。	2017/11/28 16:33",{"song": "小燕子"}
641,"梦回还。	2017/10/26 12:53","梦回唐朝。	2017/10/26 12:53","护花使者。	2017/10/26 13:43",{"song": "护花使者"}
642,"给我放首薛之谦的演员。	2017/12/5 21:16","放一首歌来听。	2017/12/8 19:08","放一首演员的歌。	2017/12/8 19:10",{"song": "演员"}
643,"我是一个粉刷家。	2017/12/28 16:29","萌萌哒。	2017/12/28 16:31","黑猫警长儿歌。	2017/12/28 16:31",{"genre": "儿歌", "song": "黑猫警长"}
644,"播放郭德纲的相声。	2017/10/26 12:54","哈哈我的最爱，郭老师。	2017/10/26 12:54","郭德纲的相声。	2017/10/26 12:55",{"code":"No-music"}
645,"向前进。	2017/12/26 9:23","向前进向前进。	2017/12/28 10:16","放首。	2017/12/28 10:16",{"code":"RANDOM"}
646,"你叫什么名字。	2017/10/26 17:17","我爸是个笨蛋。	2017/10/26 17:31","我说是我爸不是你。	2017/10/26 17:31",{"code":"No-music"}
647,"唱一首梦醒时分。	2017/12/31 13:10","梦的翅膀受了伤。	2017/12/31 13:12","这是最近的新歌，这应该没有。	2017/12/31 13:14",{"code":"No-music"}
648,"主人啦。	2017/12/15 19:47","那你为什么不能告诉我？	2017/12/15 19:47","这可是你说的不能反悔哟。	2017/12/15 19:47",{"code":"No-music"}
649,"唱小老鼠吧。	2017/11/9 21:35","唱那个小老鼠上灯台。	2017/11/9 21:36","生日快乐歌。	2017/11/9 22:24",{"song": "生日快乐歌"}
650,"至少。	2017/11/29 17:14","怎么绑不上你这个验证码发不过来呢？	2017/11/29 17:16","我想问，要来首欧美歌曲。	2017/11/29 17:20",{"tag": "欧美"}
651,"一级棒。	2017/11/29 20:45","鸡鸡爆。	2017/11/29 20:45","装蒜。	2017/11/29 20:46",{"code":"No-music"}
652,"昨天我没看到的人。	2017/11/3 16:46","播放一首童年。	2017/11/3 16:46","海琴手表在哪里有买。	2017/12/16 11:51",{"code":"No-music"}
653,"网络？	2017/11/29 15:14","凤凰传奇的歌。	2017/12/3 9:22","我可以加很多糖的呢，你想进的话请对我说，来首唐诗。	2017/12/3 10:56",{"code":"No-music"}
654,"我要去沙坡头。	2017/10/26 13:41","可乐。	2017/10/26 13:41","幸福爱河。	2017/10/26 18:46",{"song": "幸福爱河"}
655,"我现在还想不起来，你们都喝了啥名字，女孩叫啥，小颗颗。	2017/10/26 19:48","帮你改个名字叫可可。	2017/10/26 19:48","我就说请他起来有劲啊，你你给我放首歌吧。	2017/10/26 19:49",{"code":"RANDOM"}
656,"我不怕不怕。	2017/11/29 21:06","我不怕不怕他。	2017/11/29 21:07","我不怕不怕。	2017/11/29 21:08",{"code":"No-music"}
657,"唱歌。	2017/12/2 15:31","好汉歌。	2017/12/2 15:33","萨克斯。	2017/12/2 15:36",{"tag": "萨克斯"}
658,"冷漠的小三吧。	2017/10/26 16:52","我要听有一个傻瓜曾经爱过你。	2017/10/26 16:58","放音乐。	2017/11/29 7:13",{"code":"RANDOM"}
659,"嘿嘿。	2017/11/29 12:15","唱。	2017/11/29 12:15","步步惊心差头去。	2017/11/29 12:16",{"code":"No-music"}
660,"黄河大合唱。	2017/11/29 17:29","黄鹤打和床。	2017/11/29 17:37","保卫黄河。	2017/11/29 17:56",{"song": "保卫黄河"}
661,"你背首三字经给我听。	2017/12/20 8:45","把音量调大声一点。	2017/12/20 11:08","给我唱一首歌你自己唱哦。	2017/12/20 11:09",{"code":"RANDOM"}
662,"轻音乐。	2017/10/26 2:12","高清歌曲。	2017/10/26 2:13","牵着我的右手。	2017/10/26 23:52",{"code":"No-music"}
663,"你好。	2017/11/29 15:07","我要听一慌就老啦。	2017/11/29 15:07","唱歌吧。	2017/11/29 15:56",{"code":"RANDOM"}
664,"唱一首国崎。	2017/12/16 9:01","唱一首国语的。	2017/12/16 9:01","五星红旗你是我的骄傲。	2017/12/16 9:01",{"song": "红旗飘飘", "lyrics": "五星红旗你是我的骄傲"}
665,"周杰伦。	2017/11/22 23:10","告白气球，周杰伦。	2017/11/22 23:11","呵呵，周杰伦的歌。	2017/11/22 23:16",{"artist": "周杰伦"}
666,"给我唱一首红尘情歌。	2017/11/29 18:07","给我唱一首高安的红尘情歌。	2017/11/29 18:09","求放音乐。	2017/11/29 18:22",{"code":"RANDOM"}
667,"泷泽崇辉。	2017/10/26 21:35","泷泽童菲。	2017/10/26 21:35","问爱。	2017/10/26 21:40",{"song": "问爱"}
668,"再见。	2017/11/29 13:50","突然没有声音了。	2017/11/29 18:56","朴载相。	2017/11/29 18:57",{"code":"No-music"}
669,"放一首祁隆的歌。	2017/10/26 9:41","换一首，古代的时候陪伴你。	2017/10/26 18:46","放一首没有你陪伴我好孤单。	2017/10/26 18:47",{"song": "没有你陪伴我好孤单"}
670,"捉泥鳅。	2017/11/6 21:30","捉泥鳅。	2017/11/6 21:32","捉泥鳅。	2017/11/6 21:34",{"code":"No-music"}
671,"张家湾棉纺厂。	2017/10/26 21:03","没碰上什么。	2017/10/26 21:06","来一段相声吧。	2017/10/26 21:06",{"code":"No-music"}
672,"天使10月26日星期四天气晴温度23度	2017/10/26 9:50","语音肯定	2017/10/26 10:18","也许你真的不喜欢我的电话响了我不知道啊	2017/10/26 10:19",{"code":"No-music"}
673,"李丁。	2017/11/29 7:45","丰富的新疆人的价值勾勒出未来城市。	2017/11/29 7:45","没办法，觉得妮妮的二小不要坏人家没那本事，瞧不瞧不上你，难道也是也许咱憋坏了更坏，个屁，喜欢一个女汉子呀，难搞的缺水了我不喜欢你可以因为我家儿子喜欢我家然后讲话了，没办法，当时没擦亮眼睛。	2017/11/29 18:26",{"code":"No-music"}
674,"打开行车记录仪。	2017/11/29 7:11","打开行车记录仪。	2017/11/29 7:11","播放孙大肆guy。	2017/11/29 7:13",{"artist": "孙大肆","song": "guy"}
675,"我要听信仰之名的歌。	2017/11/5 14:28","我要听。	2017/11/5 14:29","我要听我们不一样的歌。	2017/11/5 14:29",{"song": "我们不一样"}
676,"给我导航到的的。	2017/10/26 15:55","给我导航到定边。	2017/10/26 15:55","结果十来年就少一次，你车就是有点甜有今天这么累吗？	2017/10/26 16:00",{"code":"No-music"}
677,"那是你妈同意。	2017/10/26 18:34","打开高德地图查到大剧院第九栋。	2017/10/26 18:34","放一首镜头。	2017/10/26 18:42",{"song": "镜头"}
678,"我想和你打炮太好看了。	2017/12/24 12:04","背歌曲。	2017/12/24 12:04","数鸭子。	2017/12/25 15:45",{"song": "数鸭子"}
679,"世上只有妈妈好。	2017/10/26 21:40","桃花朵朵开。	2017/10/26 21:40","涛声依旧。	2017/10/26 21:41",{"song": "涛声依旧"}
680,"一只哈趴狗。	2017/10/26 18:13","当晚。	2017/10/26 19:20","张婉尔。	2017/10/26 19:23",{"code":"No-music"}
681,"你叫什么。	2017/11/15 16:45","那你爸爸呢？	2017/11/15 16:46","拨浪鼓儿歌。	2017/11/15 16:48",{"genre": "儿歌", "song": "拨浪鼓"}
682,"一百块钱啊	2017/10/26 17:02","在我明天交结	2017/10/26 17:02","你知道这是什么吧这事这是我们那个	2017/10/26 17:02",{"code":"No-music"}
683,"黑猫家嫂。	2017/11/29 21:09","跳舞。	2017/11/29 21:09","再见，唱首歌。	2017/11/30 18:06",{"song": "再见"}
684,"我想听小薇。	2017/10/26 22:07","我想听。	2017/10/26 22:08","我想听。	2017/10/26 22:08",{"code":"RANDOM"}
685,"小猪佩奇。	2017/12/13 12:02","小猪佩奇。	2017/12/13 12:48","生日快乐英文歌。	2017/12/13 16:51",{"language": "en", "song": "生日快乐"}
686,"唉算了拿就拿一套这种心理去的。	2017/11/29 10:11","振董。	2017/11/29 10:11","该公司共有妈呀，降临有卖便宜给你们女儿。	2017/11/29 10:11",{"code":"No-music"}
687,"放大音乐。	2017/11/29 15:46","音乐放大点声音。	2017/11/29 15:47","放首音乐。	2017/11/29 17:23",{"code":"RANDOM"}
688,"唱一首一休哥。	2017/12/28 20:28","你可知道我叫什么名字呀。	2017/12/28 20:30","什么没听见，你的名字叫什么。	2017/12/28 20:30",{"code":"No-music"}
689,"敬酒歌。	2017/11/29 15:59","19和的敬酒歌。	2017/11/29 15:59","羊皮哦。	2017/11/29 16:00",{"code":"No-music"}
690,"我们过的红旗是什么旗。	2017/12/9 9:27","你知道。	2017/12/9 9:27","我想知道。	2017/12/9 9:27",{"code":"No-music"}
691,"爱死你，自己好。	2017/10/26 22:44","自由自在。	2017/10/26 22:45","香水有毒。	2017/10/26 22:46",{"song": "香水有毒"}
692,"一壶老酒。	2017/10/26 6:23","军中绿花。	2017/10/26 9:42","一个美丽的传说。	2017/10/26 10:37",{"song": "一个美丽的传说"}
693,"唱一首李龙颢的李白。	2017/12/27 16:45","念个。	2017/12/27 16:46","唱支山歌给党听。	2017/12/27 16:49",{"song": "唱支山歌给党听"}
694,"你和她她会说。	2017/11/25 11:39","放朱霞。	2017/11/25 11:39","赞赞赞。	2017/11/25 11:40",{"code":"No-music"}
695,"不好笑。	2017/12/25 20:15","笑话。	2017/12/25 20:15","给他发钱。	2017/12/25 20:16",{"code":"No-music"}
696,"今天天气怎么样？	2017/11/17 12:04","跳个舞吧。	2017/11/17 12:04","给我唱首歌。	2017/11/18 20:54",{"code":"RANDOM"}
697,"播放歌曲，最痛的告白。	2017/10/26 22:03","嗯，dj联唱。	2017/11/29 16:39","搜索行，韩国dj串烧歌曲，韩国。	2017/11/29 16:55",{"language": "ko", "genre": "dj", "genre": "串烧"}
698,"功夫宝宝。	2017/12/17 8:02","你呢吧。	2017/12/17 8:02","世上只有妈妈好。	2017/12/17 8:03",{"song": "世上只有妈妈好"}
699,"我的快乐就是想你。	2017/10/26 22:12","打酸枣。	2017/10/26 22:14","梦中的妈妈。	2017/10/26 22:18",{"song": "梦中的妈妈"}
700,"还是不好听不好笑。	2017/11/29 17:29","你叫什么名字啊。	2017/11/29 17:29","你好不好。	2017/11/29 17:29",{"code":"No-music"}
701,"音乐音乐。	2017/11/29 14:27","音乐。	2017/11/29 14:27","音乐。	2017/11/29 14:28",{"code":"RANDOM"}
702,"手指运动。	2017/12/27 17:23","爷爷。	2017/12/27 17:26","这是一首中国功夫的歌。	2017/12/27 17:26",{"song": "中国功夫"}
703,"拔萝卜。	2017/11/15 20:21","跳舞。	2017/11/17 14:30","拔萝卜。	2017/11/17 14:34",{"song": "拔萝卜"}
704,"嘀答。	2017/11/29 12:36","北京爱情故事。	2017/11/29 12:37","烈火，放弃。	2017/11/29 13:47",{"song": "烈火","song": "放弃"}
705,"我还是不知道呢？	2017/12/21 18:42","我想亲亲你。	2017/12/21 18:42","听说好喜欢你呢？	2017/12/21 18:42",{"code":"No-music"}
706,"不胜感激。	2017/11/29 15:54","刘晗。	2017/11/29 21:10","李荣浩。	2017/11/29 21:10",{"artist": "李荣浩"}
707,"你是女生吗？	2017/11/12 9:50","你是男生还是女生。	2017/11/12 9:51","没有性别的，他是你的小伙伴。	2017/11/12 9:51",{"code":"No-music"}
708,"唱一首渡红尘。	2017/11/29 14:38","唱一首歌。	2017/11/29 14:38","唱一首渡红尘。	2017/11/29 14:39",{"song": "渡红尘"}
709,"你把我送到谁那儿住。	2017/11/29 18:31","有聊天室。	2017/11/29 18:31","hello。	2017/11/29 18:32",{"code":"No-music"}
710,"价格是多少。	2017/10/26 12:45","爱莎。	2017/10/26 12:45","我想听二和。	2017/10/26 13:38",{"song": "二和"}
711,"我有点小糊涂。	2017/12/31 13:32","转。	2017/12/31 13:34","找你说英语啊。	2017/12/31 13:38",{"code":"No-music"}
712,"大平瑶族乡。	2017/11/29 10:41","没有图片，除了这里。	2017/11/29 11:58","想问一下你租那个房子是在哪里呢我们先是在那里，政府部门这一点。	2017/11/29 18:35",{"code":"No-music"}
713,"嗯。	2017/12/28 22:46","不知道。	2017/12/28 22:46","圣诞歌。	2017/12/28 22:46",{"song": "圣诞歌"}
